timestamp_sim,timestamp_wall,event,joint_positions,ee_position,gripper_state,package_id
0.05,1786779265.6196,package_spawned,"[1.63188, -1.27756, 1.89196, -2.26718, 4.65654, -0.0]","[-6.50534, -0.04374, 2.15053]",open,pkg_000
2.7833,1786779268.255,package_spawned,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,pkg_001
5.5167,1786779271.6751,package_spawned,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,pkg_002
10.4167,1786779275.5381,package_arrived,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,pkg_000
13.6667,1786779278.1225,package_arrived,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,pkg_001
37.1667,1786779298.8305,package_arrived,"[1.58069, -1.63745, 1.89207, -2.26709, 4.65654, 0.0]","[-6.46529, -0.14457, 2.40957]",open,pkg_002
