timestamp_sim,timestamp_wall,event,joint_positions,ee_position,gripper_state,package_id
0.05,1786779632.3212,sample,"[1.63188, -1.27756, 1.89196, -2.26718, 4.65654, -0.0]","[-6.50534, -0.04374, 2.15053]",open,
0.15,1786779632.4925,sample,"[1.63186, -1.27749, 1.89203, -2.26718, 4.65654, -0.0]","[-6.50533, -0.04375, 2.15043]",open,
0.25,1786779632.7528,sample,"[1.63185, -1.27745, 1.89207, -2.26718, 4.65654, -0.0]","[-6.50532, -0.04376, 2.15038]",open,
0.35,1786779632.8747,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04375, 2.15038]",open,
0.45,1786779632.963,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.55,1786779633.0447,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.65,1786779633.1223,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.75,1786779633.2071,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.85,1786779633.2896,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.95,1786779633.3748,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.05,1786779633.4576,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.15,1786779633.5443,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.25,1786779633.6288,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.35,1786779633.7077,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.45,1786779633.7855,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.55,1786779633.8618,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.65,1786779633.9466,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.75,1786779634.0298,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.85,1786779634.1116,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.95,1786779634.1928,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.05,1786779634.2816,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.15,1786779634.3695,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.25,1786779634.4512,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.35,1786779634.5405,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
