timestamp_sim,timestamp_wall,event,joint_positions,ee_position,gripper_state,package_id
0.05,1786771209.3676,sample,"[1.63188, -1.27756, 1.89196, -2.26718, 4.65654, -0.0]","[-6.50534, -0.04374, 2.15053]",open,
0.15,1786771209.5741,sample,"[1.63186, -1.27749, 1.89203, -2.26718, 4.65654, -0.0]","[-6.50533, -0.04375, 2.15043]",open,
0.25,1786771209.9925,sample,"[1.63185, -1.27745, 1.89207, -2.26718, 4.65654, -0.0]","[-6.50532, -0.04376, 2.15038]",open,
0.35,1786771210.4876,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04375, 2.15038]",open,
0.45,1786771210.7827,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.55,1786771211.2537,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.65,1786771211.6253,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.75,1786771212.0607,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.85,1786771212.4906,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.95,1786771212.9049,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.05,1786771213.2528,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.15,1786771213.5611,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.25,1786771213.8101,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.35,1786771214.0457,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.45,1786771214.2293,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.55,1786771214.4535,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.65,1786771214.758,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.75,1786771214.9569,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.85,1786771215.1746,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.95,1786771215.4858,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
