timestamp_sim,timestamp_wall,event,joint_positions,ee_position,gripper_state,package_id
0.05,1786774882.3302,package_spawned,"[1.63188, -1.27756, 1.89196, -2.26718, 4.65654, -0.0]","[-6.50534, -0.04374, 2.15053]",open,pkg_000
2.7833,1786774887.6601,package_spawned,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,pkg_001
5.5167,1786774891.7173,package_spawned,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,pkg_002
10.4167,1786774898.464,package_arrived,"[1.63185, -1.55693, 1.89207, -2.26709, 4.65652, 0.0]","[-6.50058, -0.12126, 2.35532]",open,pkg_000
13.6333,1786774902.5289,package_arrived,"[1.60784, -1.54745, 1.98207, -2.26709, 4.65654, 0.0]","[-6.48346, -0.13738, 2.28871]",open,pkg_001
20.05,1786774910.8961,package_arrived,"[1.42188, -1.35574, 1.67621, -2.26709, 4.65649, 0.0]","[-6.33609, 0.02971, 2.35129]",open,pkg_002
25.7167,1786774918.3237,grasp,"[1.5219, -1.04832, 1.54133, -2.18714, 4.65602, 0.0]","[-6.41282, 0.14234, 2.15921]",closed,pkg_000
28.0167,1786774921.564,lift,"[1.16186, -1.17244, 1.58516, -2.18914, 4.65668, -0.0]","[-6.09035, 0.08316, 2.24488]",closed,pkg_000
39.9,1786774937.5678,drop,"[3.32189, -1.21965, 1.32215, -2.18715, 4.65637, 0.0]","[-7.18234, -1.12223, 2.46964]",open,pkg_000
39.9333,1786774937.6605,package_spawned,"[3.32189, -1.21899, 1.32214, -2.18715, 4.65637, 0.0]","[-7.18265, -1.12228, 2.46904]",open,pkg_003
