timestamp_sim,timestamp_wall,event,joint_positions,ee_position,gripper_state,package_id
0.05,1786770662.498,sample,"[1.63188, -1.27756, 1.89196, -2.26718, 4.65654, -0.0]","[-6.50534, -0.04374, 2.15053]",open,
0.15,1786770662.768,sample,"[1.63186, -1.27749, 1.89203, -2.26718, 4.65654, -0.0]","[-6.50533, -0.04375, 2.15043]",open,
0.25,1786770663.1238,sample,"[1.63185, -1.27745, 1.89207, -2.26718, 4.65654, -0.0]","[-6.50532, -0.04376, 2.15038]",open,
0.35,1786770663.5794,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04375, 2.15038]",open,
0.45,1786770663.8875,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.55,1786770664.2499,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.65,1786770664.5567,sample,"[1.63184, -1.27745, 1.89207, -2.26717, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.75,1786770664.8021,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.85,1786770664.9992,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
0.95,1786770665.183,sample,"[1.63184, -1.27745, 1.89207, -2.26716, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.05,1786770665.3364,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.15,1786770665.4809,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.25,1786770665.6102,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.35,1786770665.7436,sample,"[1.63184, -1.27745, 1.89207, -2.26715, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.45,1786770665.8821,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.55,1786770666.0167,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.65,1786770666.1521,sample,"[1.63184, -1.27745, 1.89207, -2.26714, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.75,1786770666.3028,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.85,1786770666.4574,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
1.95,1786770666.5939,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.05,1786770666.7288,sample,"[1.63184, -1.27745, 1.89207, -2.26713, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.15,1786770666.872,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.25,1786770667.0139,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.35,1786770667.1543,sample,"[1.63184, -1.27745, 1.89207, -2.26712, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.45,1786770667.3007,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.55,1786770667.4498,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.65,1786770667.5983,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.75,1786770667.7432,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.85,1786770667.8795,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
2.95,1786770668.019,sample,"[1.63184, -1.27745, 1.89207, -2.26711, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
3.05,1786770668.2623,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
3.15,1786770668.422,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
3.25,1786770668.5675,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
3.35,1786770668.7195,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15038]",open,
3.45,1786770668.88,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
3.55,1786770669.0297,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
3.65,1786770669.1776,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
3.75,1786770669.3301,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
3.85,1786770669.4791,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
3.95,1786770669.6285,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.05,1786770669.786,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.15,1786770669.9576,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.25,1786770670.1065,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.35,1786770670.2611,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.45,1786770670.4181,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.55,1786770670.571,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.65,1786770670.7201,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.75,1786770670.8646,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.85,1786770671.0071,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
4.95,1786770671.1538,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
5.05,1786770671.3275,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
5.15,1786770671.4936,sample,"[1.63184, -1.27745, 1.89207, -2.2671, 4.65654, -0.0]","[-6.50531, -0.04376, 2.15037]",open,
